 , ,Classe 0,Classe 1,Classe 2,All Class
Execution Number,Accuracy ,Precision/Recall/F-Score,Precision/Recall/F-Score,Precision/Recall/F-Score,Precision/Recall/F-Score/Support,Silhouette Coefficient,Time (seconds)
17,0.51126279863481228,[ 0.15189873  0.93185185],[ 0.72289157  0.48421863],[ 0.25104603  0.6372847 ],[  5.41875293e-01   6.03555098e-01   4.44165363e-01   7.32500000e+02],-0.011573054221051733,52.86393594741821
18,0.48873720136518772,[ 0.06814815  0.84810127],[ 0.27710843  0.51578137],[ 0.10939358  0.64145524],[  4.58124707e-01   3.96444902e-01   3.75424410e-01   7.32500000e+02],-0.011573054221051733,55.60578107833862
19,0.47781569965870307,[ 0.06657019  0.84496124],[ 0.27710843  0.5034642 ],[ 0.10735123  0.63096961],[  4.55765714e-01   3.90286318e-01   3.69160417e-01   7.32500000e+02],0.00062320758383666572,55.613221883773804
20,0.48873720136518772,[ 0.06814815  0.84810127],[ 0.27710843  0.51578137],[ 0.10939358  0.64145524],[  4.58124707e-01   3.96444902e-01   3.75424410e-01   7.32500000e+02],-0.011573054221051733,60.468225955963135
21,0.48054607508532421,[ 0.0682148   0.84664948],[ 0.28313253  0.50577367],[ 0.10994152  0.63325301],[  4.57432144e-01   3.94453101e-01   3.71597266e-01   7.32500000e+02],-0.0018718360188827645,62.426517963409424
22,0.52218430034129693,[ 0.15503876  0.93342981],[ 0.72289157  0.4965358 ],[ 0.25531915  0.64824121],[  5.44234286e-01   6.09713682e-01   4.51780177e-01   7.32500000e+02],0.00062320758383666572,68.37102794647217
23,0.51126279863481228,[ 0.15189873  0.93185185],[ 0.72289157  0.48421863],[ 0.25104603  0.6372847 ],[  5.41875293e-01   6.03555098e-01   4.44165363e-01   7.32500000e+02],-0.011573054221051733,70.07406401634216
24,0.51126279863481228,[ 0.15189873  0.93185185],[ 0.72289157  0.48421863],[ 0.25104603  0.6372847 ],[  5.41875293e-01   6.03555098e-01   4.44165363e-01   7.32500000e+02],-0.011573054221051733,70.3384280204773
25,0.48191126279863483,[ 0.06715328  0.84615385],[ 0.27710843  0.50808314],[ 0.10810811  0.63492063],[  4.56653565e-01   3.92595787e-01   3.71514372e-01   7.32500000e+02],-0.0040506811409579974,77.60478401184082
 ,Accuracy,Precison,Recall,F-Score
Media Final:,0.49744709897610917,0.49782531455518853,0.49456718328278471,0.40704275426669734
